customer_id,score,segmentation,gender,job_title,job_industry_category,wealth_segment,owns_car,tenure,age_class,state,property_valuation
1696,Diamond,Loyal,Male,Librarian,Entertainment,High Net Worth,No,2,30-39,NSW,10
1697,Silver,Promising,Female,Occupational Therapist,Health,Mass Customer,Yes,12,50-59,NSW,11
1698,Diamond,Loyal,Female,Occupational Therapist,Health,Affluent Customer,Yes,18,50-59,NSW,9
1699,Silver,Whales,Male,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,8,60-69,NSW,10
1700,Silver,Promising,Female,Electrical Engineer,Manufacturing,High Net Worth,Yes,14,50-59,QLD,6
1701,Silver,Promising,Male,Electrical Engineer,Manufacturing,High Net Worth,No,17,60-69,NSW,12
1702,Silver,Promising,Male,Research Nurse,Health,Mass Customer,No,17,60-69,NSW,9
1703,Bronze,Rookies,Female,Product Engineer,Telecommunications,Mass Customer,Yes,3,30-39,VIC,6
1704,Bronze,Dormant,Male,Analyst Programmer,IT,High Net Worth,No,12,60-69,VIC,3
1705,Bronze,Rookies,Female,Research Associate,Financial Services,Mass Customer,Yes,9,40-49,QLD,5
1706,Diamond,Best,Male,Research Associate,Financial Services,High Net Worth,Yes,10,60-69,NSW,11
1707,Diamond,Loyal,Male,Cost Accountant,Financial Services,High Net Worth,No,7,30-39,QLD,8
1708,Bronze,Slipping,Female,Marketing Manager,Property,High Net Worth,No,20,30-39,NSW,10
1709,Silver,Promising,Male,Food Chemist,Health,Affluent Customer,No,6,40-49,NSW,10
1710,Bronze,Dormant,Female,Health Coach IV,Health,High Net Worth,No,17,70-79,NSW,12
1711,Silver,Loyal,Female,Health Coach IV,Manufacturing,High Net Worth,Yes,7,30-39,QLD,5
1712,Bronze,Dormant,Female,Dental Hygienist,Health,High Net Worth,Yes,7,40-49,VIC,7
1713,Diamond,Best,Female,Teacher,Retail,High Net Worth,Yes,21,30-39,VIC,9
1714,Silver,Potential,Female,Senior Sales Associate,Property,High Net Worth,Yes,4,20-29,NSW,5
1715,Bronze,Dormant,Male,Web Developer III,Entertainment,Mass Customer,Yes,12,30-39,NSW,9
1716,Bronze,Dormant,Female,Senior Developer,Telecommunications,Affluent Customer,No,5,30-39,NSW,11
1717,Bronze,Slipping,Male,Civil Engineer,Manufacturing,Mass Customer,No,6,40-49,VIC,8
1718,Silver,Promising,Female,Professor,Financial Services,High Net Worth,Yes,4,30-39,NSW,9
1719,Silver,Promising,Male,Media Manager IV,Financial Services,High Net Worth,No,18,50-59,VIC,8
1720,Silver,Promising,Female,Staff Accountant II,Financial Services,Mass Customer,Yes,13,30-39,VIC,11
1721,Diamond,Best,Female,Senior Quality Engineer,Financial Services,High Net Worth,No,14,40-49,QLD,4
1722,Diamond,Best,Male,Cost Accountant,Financial Services,Mass Customer,No,4,60-69,NSW,4
1723,Silver,Promising,Female,Geologist IV,Financial Services,Mass Customer,Yes,7,30-39,QLD,7
1724,Bronze,Dormant,Female,Assistant Media Planner,Entertainment,High Net Worth,Yes,4,20-29,NSW,12
1725,Diamond,Loyal,Female,Junior Executive,Manufacturing,High Net Worth,Yes,16,40-49,NSW,7
1726,Silver,Whales,Female,Junior Executive,Financial Services,High Net Worth,No,11,50-59,NSW,10
1727,Silver,Attention,Male,Assistant Media Planner,Entertainment,High Net Worth,No,6,40-49,NSW,12
1728,Silver,Whales,Male,Paralegal,Financial Services,Affluent Customer,No,22,40-49,NSW,8
1729,Silver,Potential,Female,Mechanical Systems Engineer,Argiculture,High Net Worth,No,7,30-39,NSW,10
1730,Bronze,Rookies,Female,Senior Financial Analyst,Financial Services,Mass Customer,No,20,30-39,NSW,10
1731,Silver,Loyal,Female,Health Coach III,Health,High Net Worth,Yes,19,60-69,QLD,5
1732,Bronze,Attention,Male,Desktop Support Technician,Argiculture,Mass Customer,Yes,10,40-49,VIC,8
1733,Silver,Potential,Male,Associate Professor,Financial Services,High Net Worth,No,20,30-39,NSW,5
1734,Bronze,Rookies,Female,Community Outreach Specialist,Retail,Mass Customer,Yes,11,40-49,QLD,4
1735,Silver,Potential,Male,Occupational Therapist,Health,Mass Customer,No,8,50-59,QLD,2
1736,Silver,Whales,Male,Associate Professor,IT,Affluent Customer,No,4,20-29,QLD,4
1737,Bronze,Attention,Female,Senior Developer,Property,Affluent Customer,Yes,13,40-49,QLD,8
1738,Bronze,Rookies,Male,Engineer II,Argiculture,High Net Worth,Yes,14,30-39,VIC,9
1739,Bronze,Attention,Male,Software Consultant,Entertainment,Mass Customer,No,7,60-69,NSW,4
1740,Diamond,Best,Female,Research Associate,IT,Mass Customer,Yes,6,60-69,VIC,8
1741,Bronze,Attention,Male,General Manager,Financial Services,High Net Worth,No,3,30-39,NSW,9
1742,Bronze,Potential,Male,Tax Accountant,Financial Services,High Net Worth,No,13,60-69,QLD,7
1743,Silver,Whales,Male,Director of Sales,Manufacturing,Affluent Customer,Yes,8,40-49,QLD,3
1744,Bronze,Dormant,Female,Nurse Practicioner,Financial Services,High Net Worth,No,12,50-59,QLD,8
1745,Diamond,Loyal,Female,Chief Design Engineer,Financial Services,Mass Customer,Yes,6,60-69,QLD,4
1746,Silver,Whales,Male,Operator,IT,High Net Worth,No,6,60-69,QLD,4
1747,Bronze,Dormant,Male,Research Assistant II,Financial Services,Affluent Customer,No,14,30-39,QLD,5
1748,Diamond,Best,Male,Recruiter,Manufacturing,Mass Customer,Yes,10,60-69,QLD,8
1749,Bronze,Dormant,Female,Recruiter,Telecommunications,High Net Worth,No,4,40-49,VIC,9
1750,Silver,Whales,Male,Internal Auditor,Entertainment,Mass Customer,Yes,16,60-69,NSW,12
1751,Bronze,Rookies,Female,Internal Auditor,Health,Mass Customer,No,4,50-59,NSW,11
1752,Silver,Loyal,Female,Systems Administrator II,Health,Mass Customer,No,17,40-49,NSW,10
1753,Bronze,Slipping,Female,VP Product Management,Health,High Net Worth,Yes,1,20-29,NSW,11
1754,Bronze,Attention,Female,VP Product Management,Retail,Mass Customer,Yes,15,50-59,VIC,10
1755,Silver,Potential,Female,Tax Accountant,Property,Mass Customer,No,20,30-39,NSW,11
1756,Bronze,Slipping,Female,Junior Executive,Property,High Net Worth,No,7,40-49,VIC,6
1757,Bronze,Dormant,Male,Junior Executive,IT,High Net Worth,No,7,50-59,QLD,3
1758,Silver,Promising,Female,Administrative Assistant I,Argiculture,Mass Customer,Yes,6,50-59,NSW,2
1759,Silver,Promising,Male,Biostatistician IV,Financial Services,High Net Worth,No,15,50-59,NSW,12
1760,Diamond,Whales,Female,Dental Hygienist,Health,High Net Worth,No,15,50-59,VIC,8
1761,Silver,Promising,Female,Legal Assistant,Manufacturing,Mass Customer,Yes,14,40-49,NSW,9
1762,Diamond,Best,Female,Research Assistant II,Health,Mass Customer,Yes,18,40-49,VIC,9
1763,Diamond,Loyal,Female,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7,20-29,VIC,6
1764,Bronze,Rookies,Female,Desktop Support Technician,Manufacturing,Mass Customer,Yes,10,60-69,VIC,8
1765,Silver,Whales,Female,Senior Quality Engineer,Manufacturing,High Net Worth,No,10,50-59,QLD,7
1766,Bronze,Slipping,Female,Senior Quality Engineer,Manufacturing,Affluent Customer,No,21,30-39,QLD,9
1767,Silver,Promising,Female,Software Engineer IV,Manufacturing,Affluent Customer,Yes,19,60-69,QLD,3
1768,Bronze,Dormant,Male,Programmer I,Manufacturing,High Net Worth,No,13,50-59,NSW,12
1769,Silver,Potential,Male,Programmer I,Manufacturing,Mass Customer,Yes,5,60-69,NSW,7
1770,Diamond,Best,Female,Junior Executive,Manufacturing,Mass Customer,Yes,7,20-29,NSW,10
1771,Bronze,Potential,Female,Geological Engineer,Manufacturing,Mass Customer,Yes,14,40-49,QLD,5
1772,Bronze,Dormant,Male,Financial Analyst,Financial Services,High Net Worth,Yes,14,40-49,NSW,10
1773,Diamond,Best,Female,Financial Analyst,IT,Mass Customer,Yes,4,40-49,NSW,8
1774,Bronze,Dormant,Male,Compensation Analyst,Financial Services,Mass Customer,Yes,18,40-49,NSW,7
1775,Silver,Potential,Female,Actuary,Financial Services,Affluent Customer,No,3,20-29,VIC,11
1776,Silver,Loyal,Male,Accountant I,Financial Services,Affluent Customer,No,10,40-49,QLD,1
1777,Bronze,Attention,Female,Sales Representative,Retail,Affluent Customer,No,1,30-39,NSW,11
1778,Bronze,Dormant,Female,Staff Accountant III,Retail,Mass Customer,Yes,2,20-29,VIC,9
1779,Silver,Whales,Male,Information Systems Manager,Argiculture,Affluent Customer,No,5,20-29,VIC,7
1780,Bronze,Slipping,Female,Research Associate,IT,Mass Customer,No,2,20-29,VIC,3
1781,Bronze,Rookies,Male,Data Coordiator,IT,Affluent Customer,No,17,50-59,NSW,8
1782,Bronze,Attention,Male,Pharmacist,Health,Affluent Customer,Yes,9,50-59,NSW,6
1783,Diamond,Loyal,Male,Pharmacist,Retail,Mass Customer,Yes,7,20-29,NSW,8
1784,Bronze,Dormant,Female,GIS Technical Architect,Manufacturing,Mass Customer,Yes,6,20-29,NSW,9
1785,Silver,Potential,Male,Clinical Specialist,Health,Mass Customer,No,19,60-69,VIC,8
1786,Bronze,Dormant,Female,Administrative Assistant III,Argiculture,High Net Worth,Yes,11,60-69,NSW,9
1787,Diamond,Whales,Male,Executive Secretary,Retail,High Net Worth,Yes,13,40-49,VIC,1
1788,Diamond,Loyal,Female,Account Representative IV,Financial Services,High Net Worth,Yes,10,60-69,NSW,5
1789,Bronze,Slipping,Female,Analog Circuit Design manager,Property,Mass Customer,No,9,30-39,NSW,12
1790,Silver,Potential,Male,Budget/Accounting Analyst IV,Health,Affluent Customer,No,1,30-39,NSW,10
1791,Bronze,Attention,Female,Data Coordiator,IT,Affluent Customer,Yes,19,40-49,QLD,6
1792,Diamond,Best,Male,Data Coordiator,Financial Services,Mass Customer,No,15,30-39,NSW,9
1793,Silver,Whales,Male,Actuary,Financial Services,Mass Customer,Yes,2,30-39,VIC,7
1794,Silver,Promising,Female,Administrative Officer,Property,Mass Customer,No,8,50-59,QLD,5
1795,Silver,Promising,Male,Internal Auditor,Manufacturing,Affluent Customer,No,7,40-49,NSW,12
1796,Bronze,Dormant,Female,Desktop Support Technician,Manufacturing,High Net Worth,Yes,8,50-59,NSW,9
1797,Diamond,Loyal,Male,Assistant Professor,Manufacturing,Mass Customer,No,8,50-59,VIC,7
1798,Diamond,Loyal,Female,Electrical Engineer,Manufacturing,High Net Worth,Yes,1,20-29,VIC,6
1799,Bronze,Slipping,Male,Electrical Engineer,Manufacturing,Affluent Customer,No,17,40-49,NSW,12
1800,Bronze,Slipping,Female,Executive Secretary,Argiculture,High Net Worth,No,11,60-69,NSW,9
1801,Diamond,Loyal,Male,Legal Assistant,Manufacturing,Affluent Customer,No,21,40-49,QLD,7
1802,Diamond,Best,Female,Nuclear Power Engineer,Manufacturing,Mass Customer,No,7,50-59,QLD,9
1803,Silver,Attention,Female,Nuclear Power Engineer,Manufacturing,Mass Customer,No,6,30-39,QLD,3
1804,Bronze,Slipping,Female,Product Engineer,Property,Affluent Customer,No,4,60-69,NSW,8
1805,Bronze,Dormant,Female,Budget/Accounting Analyst II,Financial Services,Mass Customer,No,12,40-49,NSW,3
1806,Diamond,Loyal,Female,Software Test Engineer IV,IT,Mass Customer,No,8,40-49,QLD,1
1807,Silver,Potential,Female,Help Desk Operator,IT,High Net Worth,Yes,16,60-69,QLD,5
1808,Silver,Whales,Male,Information Systems Manager,Retail,High Net Worth,No,17,50-59,NSW,9
1809,Silver,Whales,Female,Programmer II,Health,Mass Customer,Yes,19,60-69,NSW,7
1810,Bronze,Rookies,Male,Geological Engineer,Manufacturing,High Net Worth,No,16,60-69,NSW,9
1811,Diamond,Loyal,Male,Geological Engineer,Financial Services,Mass Customer,No,1,20-29,NSW,12
1812,Diamond,Best,Female,Clinical Specialist,Health,Affluent Customer,No,14,60-69,NSW,9
1813,Silver,Promising,Female,Technical Writer,Manufacturing,Mass Customer,No,1,20-29,QLD,9
1814,Silver,Potential,Female,Web Designer IV,Retail,Affluent Customer,No,17,30-39,NSW,5
1815,Silver,Promising,Female,Software Test Engineer I,Argiculture,Mass Customer,Yes,19,70-79,NSW,8
1816,Bronze,Slipping,Female,Software Test Engineer I,Argiculture,Mass Customer,No,18,40-49,QLD,9
1817,Diamond,Loyal,Male,Graphic Designer,Argiculture,High Net Worth,No,19,40-49,VIC,6
1818,Diamond,Best,Female,Assistant Media Planner,Entertainment,Mass Customer,Yes,11,50-59,VIC,8
1819,Bronze,Dormant,Female,Graphic Designer,Entertainment,Mass Customer,Yes,8,20-29,VIC,12
1820,Diamond,Loyal,Male,Software Engineer II,IT,Affluent Customer,No,5,20-29,NSW,10
1821,Diamond,Best,Male,Web Developer IV,Entertainment,High Net Worth,Yes,15,50-59,NSW,9
1822,Silver,Promising,Female,Web Developer IV,Financial Services,Mass Customer,No,9,60-69,NSW,7
1823,Bronze,Attention,Female,VP Quality Control,Financial Services,High Net Worth,No,10,50-59,VIC,5
1824,Diamond,Loyal,Female,Safety Technician III,Manufacturing,Affluent Customer,Yes,5,60-69,VIC,6
1825,Silver,Whales,Male,VP Quality Control,Financial Services,Mass Customer,Yes,17,50-59,VIC,5
1826,Silver,Loyal,Male,Chemical Engineer,Manufacturing,High Net Worth,Yes,7,60-69,NSW,11
1827,Silver,Whales,Female,Sales Representative,Retail,Affluent Customer,Yes,18,40-49,QLD,4
1828,Bronze,Dormant,Female,Junior Executive,Manufacturing,Affluent Customer,No,14,30-39,QLD,7
1829,Bronze,Rookies,Male,Editor,Manufacturing,Mass Customer,No,14,40-49,NSW,10
1830,Diamond,Best,Male,Software Consultant,Manufacturing,High Net Worth,No,12,30-39,NSW,8
1831,Bronze,Attention,Male,Social Worker,Health,Mass Customer,No,15,40-49,VIC,3
1832,Silver,Whales,Female,Programmer Analyst III,Manufacturing,Mass Customer,Yes,12,50-59,QLD,3
1833,Silver,Promising,Male,Actuary,Financial Services,High Net Worth,Yes,19,50-59,QLD,3
1834,Bronze,Slipping,Male,Director of Sales,Financial Services,High Net Worth,Yes,11,40-49,QLD,4
1835,Silver,Promising,Male,Financial Advisor,Financial Services,Affluent Customer,Yes,1,30-39,NSW,10
1836,Bronze,Dormant,Female,Research Nurse,Health,Mass Customer,Yes,13,60-69,NSW,11
1837,Diamond,Loyal,Male,Account Coordinator,Manufacturing,Mass Customer,Yes,19,50-59,NSW,8
1838,Silver,Whales,Female,Business Systems Development Analyst,Financial Services,Affluent Customer,Yes,12,50-59,VIC,11
1839,Silver,Loyal,Female,Internal Auditor,Entertainment,High Net Worth,Yes,5,30-39,QLD,8
1840,Silver,Attention,Male,Staff Scientist,Argiculture,High Net Worth,Yes,20,40-49,NSW,10
1841,Bronze,Slipping,Male,Administrative Assistant III,Argiculture,Affluent Customer,No,2,20-29,NSW,11
1842,Bronze,Attention,Male,Accountant IV,Financial Services,Mass Customer,No,8,40-49,NSW,8
1843,Bronze,Dormant,Male,Recruiting Manager,Financial Services,Mass Customer,Yes,4,30-39,VIC,8
1844,Silver,Potential,Female,Product Engineer,Financial Services,Mass Customer,No,12,40-49,VIC,4
1845,Diamond,Best,Male,General Manager,Financial Services,Mass Customer,No,6,40-49,NSW,12
1846,Bronze,Dormant,Female,Senior Editor,Manufacturing,Affluent Customer,No,7,40-49,VIC,10
1847,Bronze,Slipping,Female,Executive Secretary,Manufacturing,Mass Customer,No,6,40-49,NSW,1
1848,Silver,Whales,Male,Information Systems Manager,Manufacturing,Mass Customer,No,9,40-49,NSW,3
1849,Silver,Whales,Male,Information Systems Manager,Retail,Mass Customer,Yes,5,60-69,VIC,8
1850,Diamond,Loyal,Male,Biostatistician II,Manufacturing,High Net Worth,No,7,40-49,NSW,9
1851,Bronze,Dormant,Male,Account Representative II,Manufacturing,Mass Customer,No,13,50-59,NSW,9
1852,Bronze,Slipping,Female,Research Associate,Manufacturing,Affluent Customer,No,18,40-49,VIC,6
1853,Diamond,Loyal,Female,Recruiter,Manufacturing,Mass Customer,Yes,17,30-39,VIC,6
1854,Bronze,Rookies,Female,Community Outreach Specialist,Manufacturing,High Net Worth,Yes,17,40-49,VIC,1
1855,Silver,Rookies,Male,Librarian,Entertainment,Mass Customer,Yes,18,50-59,VIC,7
1856,Bronze,Dormant,Female,Associate Professor,Retail,Mass Customer,No,4,50-59,NSW,10
1857,Bronze,Attention,Male,Marketing Manager,Manufacturing,Affluent Customer,Yes,5,50-59,VIC,10
1858,Diamond,Best,Female,Senior Sales Associate,Manufacturing,High Net Worth,Yes,11,60-69,NSW,8
1859,Bronze,Attention,Female,Accountant IV,IT,High Net Worth,Yes,12,30-39,NSW,7
1860,Diamond,Whales,Female,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,17,40-49,QLD,6
1861,Silver,Potential,Female,Geological Engineer,Manufacturing,Mass Customer,Yes,8,50-59,NSW,7
1862,Silver,Attention,Female,Geological Engineer,Health,High Net Worth,Yes,4,40-49,NSW,10
1863,Diamond,Whales,Male,VP Product Management,Telecommunications,High Net Worth,No,20,40-49,NSW,1
1864,Diamond,Loyal,Female,Senior Quality Engineer,Retail,Mass Customer,No,18,60-69,QLD,7
1865,Bronze,Dormant,Female,Office Assistant III,Retail,Mass Customer,No,3,20-29,VIC,9
1866,Diamond,Loyal,Male,Marketing Manager,Manufacturing,Mass Customer,No,2,30-39,NSW,12
1867,Diamond,Best,Female,Senior Developer,Manufacturing,Affluent Customer,No,3,30-39,NSW,6
1868,Silver,Whales,Female,Assistant Manager,Retail,Mass Customer,No,10,30-39,QLD,5
1869,Bronze,Slipping,Female,Geologist IV,Financial Services,High Net Worth,Yes,9,40-49,QLD,7
1870,Diamond,Loyal,Female,Graphic Designer,Financial Services,Affluent Customer,No,9,50-59,QLD,9
1871,Bronze,Slipping,Female,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8,30-39,QLD,4
1872,Silver,Promising,Male,Help Desk Technician,Manufacturing,Mass Customer,Yes,14,50-59,NSW,6
1873,Silver,Rookies,Male,General Manager,Manufacturing,Affluent Customer,Yes,4,30-39,VIC,10
1874,Bronze,Slipping,Male,General Manager,Argiculture,High Net Worth,Yes,7,60-69,NSW,9
1875,Silver,Whales,Male,Staff Scientist,Retail,High Net Worth,Yes,19,60-69,QLD,8
1876,Silver,Whales,Male,Recruiting Manager,Financial Services,Affluent Customer,No,21,40-49,NSW,10
1877,Bronze,Slipping,Male,Associate Professor,Financial Services,High Net Worth,Yes,16,50-59,QLD,4
1878,Silver,Potential,Male,Account Coordinator,Health,Affluent Customer,No,10,60-69,QLD,1
1879,Silver,Promising,Male,Account Representative I,Manufacturing,High Net Worth,No,5,50-59,NSW,8
1880,Silver,Whales,Male,Account Representative I,Manufacturing,High Net Worth,No,17,50-59,NSW,12
1881,Diamond,Loyal,Male,Quality Control Specialist,Manufacturing,Affluent Customer,Yes,12,60-69,NSW,8
1882,Silver,Whales,Male,Account Executive,Manufacturing,Affluent Customer,No,10,60-69,NSW,9
1883,Bronze,Slipping,Female,Account Executive,Health,Mass Customer,No,6,30-39,QLD,6
1884,Diamond,Loyal,Female,Account Executive,Manufacturing,Mass Customer,Yes,17,50-59,NSW,12
1885,Diamond,Best,Male,Software Consultant,Health,High Net Worth,Yes,11,40-49,NSW,8
1886,Silver,Rookies,Female,Nurse,IT,Affluent Customer,No,18,40-49,NSW,9
1887,Diamond,Loyal,Female,Director of Sales,IT,Affluent Customer,Yes,8,50-59,VIC,9
1888,Bronze,Slipping,Female,Food Chemist,Health,Mass Customer,Yes,1,20-29,NSW,10
1889,Silver,Whales,Male,Quality Control Specialist,Retail,Affluent Customer,No,11,50-59,NSW,7
1890,Diamond,Loyal,Male,Analyst Programmer,Financial Services,Mass Customer,No,7,50-59,QLD,7
1891,Silver,Whales,Male,Marketing Manager,Retail,Mass Customer,Yes,19,30-39,NSW,8
1892,Bronze,Slipping,Female,Marketing Manager,Retail,High Net Worth,Yes,2,20-29,NSW,10
1893,Diamond,Best,Male,Administrative Officer,Retail,Mass Customer,No,5,50-59,QLD,4
1894,Bronze,Slipping,Male,Automation Specialist III,Manufacturing,High Net Worth,Yes,17,40-49,VIC,8
1895,Silver,Promising,Female,Technical Writer,Manufacturing,Mass Customer,No,15,40-49,VIC,11
1896,Bronze,Slipping,Male,Project Manager,Manufacturing,High Net Worth,No,1,20-29,QLD,5
1897,Silver,Loyal,Female,Product Engineer,Manufacturing,Mass Customer,Yes,1,20-29,QLD,3
1898,Silver,Whales,Female,Developer III,Manufacturing,Affluent Customer,Yes,12,40-49,QLD,9
1899,Bronze,Slipping,Male,Developer III,Retail,Affluent Customer,Yes,4,20-29,VIC,1
1900,Bronze,Slipping,Male,Safety Technician II,Financial Services,Affluent Customer,Yes,19,40-49,QLD,6
1901,Silver,Whales,Male,Budget/Accounting Analyst I,Argiculture,Affluent Customer,No,8,40-49,QLD,6
1902,Bronze,Potential,Female,Environmental Tech,Financial Services,Mass Customer,Yes,4,50-59,VIC,9
1903,Silver,Rookies,Male,Project Manager,Financial Services,High Net Worth,Yes,4,50-59,VIC,7
1904,Bronze,Slipping,Female,Technical Writer,IT,High Net Worth,Yes,14,40-49,NSW,1
1905,Diamond,Best,Female,Help Desk Technician,Manufacturing,Affluent Customer,No,15,70-79,NSW,6
1906,Silver,Promising,Male,Product Engineer,Retail,Mass Customer,No,22,30-39,NSW,4
1907,Bronze,Dormant,Male,VP Sales,Health,High Net Worth,No,18,40-49,NSW,8
1908,Silver,Whales,Female,Help Desk Technician,Financial Services,High Net Worth,Yes,6,60-69,NSW,8
1909,Silver,Potential,Female,Research Assistant II,Argiculture,Affluent Customer,Yes,13,30-39,NSW,7
1910,Bronze,Rookies,Female,Systems Administrator I,Property,High Net Worth,Yes,14,60-69,NSW,2
1911,Bronze,Slipping,Male,Director of Sales,Manufacturing,Mass Customer,No,3,40-49,QLD,7
1912,Silver,Loyal,Male,Account Coordinator,Manufacturing,High Net Worth,No,7,30-39,NSW,2
1913,Silver,Loyal,Female,Dental Hygienist,Health,Mass Customer,Yes,17,50-59,NSW,6
1914,Diamond,Loyal,Male,VP Product Management,Financial Services,Mass Customer,No,5,50-59,QLD,6
1915,Silver,Potential,Female,Social Worker,Health,Mass Customer,Yes,12,70-79,VIC,8
1916,Diamond,Loyal,Male,Computer Systems Analyst II,Retail,High Net Worth,Yes,7,20-29,NSW,4
1917,Diamond,Loyal,Female,Senior Sales Associate,Argiculture,Affluent Customer,Yes,8,50-59,NSW,4
1918,Silver,Promising,Female,Staff Accountant II,IT,Affluent Customer,No,11,50-59,NSW,8
1919,Bronze,Slipping,Male,VP Product Management,Argiculture,Mass Customer,Yes,19,60-69,QLD,8
1920,Bronze,Dormant,Male,Sales Associate,Financial Services,Mass Customer,No,13,30-39,NSW,1
1921,Bronze,Slipping,Female,Accountant III,Financial Services,Mass Customer,No,17,40-49,NSW,9
1922,Bronze,Dormant,Female,Speech Pathologist,Financial Services,High Net Worth,Yes,5,50-59,VIC,7
1923,Silver,Rookies,Male,Health Coach IV,Health,Mass Customer,No,9,50-59,VIC,9
1924,Bronze,Rookies,Female,VP Product Management,Health,Mass Customer,Yes,14,50-59,NSW,9
1925,Diamond,Loyal,Female,VP Product Management,Health,Mass Customer,Yes,7,40-49,QLD,7
1926,Diamond,Whales,Male,Senior Cost Accountant,Financial Services,High Net Worth,Yes,10,60-69,QLD,5
1927,Silver,Whales,Female,Software Test Engineer I,Manufacturing,Affluent Customer,Yes,8,40-49,VIC,10
1928,Bronze,Slipping,Male,Chemical Engineer,Manufacturing,High Net Worth,Yes,13,40-49,NSW,9
1929,Bronze,Potential,Female,Food Chemist,Health,Affluent Customer,No,20,30-39,VIC,7
1930,Silver,Promising,Male,Speech Pathologist,Manufacturing,High Net Worth,No,3,20-29,VIC,1
1931,Bronze,Rookies,Male,Senior Developer,Health,Affluent Customer,No,6,50-59,QLD,5
1932,Silver,Whales,Female,Librarian,Entertainment,Affluent Customer,Yes,3,40-49,VIC,7
1933,Diamond,Loyal,Male,Automation Specialist I,Manufacturing,Affluent Customer,No,18,40-49,NSW,11
1934,Silver,Promising,Male,Budget/Accounting Analyst IV,Manufacturing,Affluent Customer,Yes,14,60-69,NSW,10
1935,Silver,Potential,Male,Senior Sales Associate,Manufacturing,Mass Customer,No,9,40-49,NSW,8
1936,Silver,Attention,Female,Junior Executive,Manufacturing,Mass Customer,Yes,12,60-69,VIC,1
1937,Diamond,Loyal,Male,Quality Engineer,Health,Mass Customer,No,19,50-59,NSW,3
1938,Bronze,Slipping,Female,Automation Specialist IV,IT,Mass Customer,Yes,1,50-59,QLD,2
1939,Bronze,Dormant,Male,Safety Technician I,IT,Mass Customer,Yes,8,30-39,QLD,3
1940,Bronze,Slipping,Female,Teacher,Manufacturing,High Net Worth,Yes,8,40-49,QLD,6
1941,Silver,Rookies,Male,Librarian,Entertainment,Mass Customer,No,2,30-39,QLD,8
1942,Diamond,Best,Male,Programmer Analyst II,Financial Services,High Net Worth,No,19,30-39,NSW,9
1943,Bronze,Dormant,Male,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,13,30-39,NSW,11
1944,Silver,Promising,Male,Programmer III,Argiculture,High Net Worth,Yes,8,40-49,VIC,8
1945,Bronze,Dormant,Male,Software Test Engineer II,Argiculture,High Net Worth,Yes,9,40-49,NSW,9
1946,Silver,Whales,Male,Systems Administrator III,Argiculture,Mass Customer,No,8,60-69,NSW,9
1947,Diamond,Loyal,Female,Geologist II,Telecommunications,Affluent Customer,Yes,18,60-69,NSW,8
1948,Bronze,Attention,Female,Geologist II,Entertainment,Mass Customer,No,11,60-69,NSW,7
1949,Silver,Loyal,Female,Legal Assistant,Manufacturing,Mass Customer,No,7,70-79,NSW,7
1950,Diamond,Best,Male,Web Developer II,Manufacturing,Affluent Customer,Yes,19,60-69,NSW,6
1951,Silver,Whales,Male,Health Coach II,Manufacturing,Mass Customer,Yes,2,20-29,VIC,6
1952,Silver,Attention,Female,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9,50-59,QLD,8
1953,Diamond,Best,Female,Paralegal,Financial Services,High Net Worth,No,12,40-49,VIC,12
1954,Silver,Whales,Male,VP Sales,Manufacturing,Affluent Customer,No,5,50-59,NSW,9
1955,Bronze,Dormant,Male,Environmental Specialist,Manufacturing,Mass Customer,No,11,40-49,NSW,9
1956,Bronze,Slipping,Male,Human Resources Assistant I,Health,Affluent Customer,Yes,3,30-39,QLD,3
1957,Diamond,Best,Male,Accountant IV,Property,Affluent Customer,No,4,40-49,VIC,10
1958,Bronze,Dormant,Female,Professor,Property,Mass Customer,No,22,30-39,NSW,11
1959,Silver,Attention,Male,Director of Sales,Health,Mass Customer,Yes,16,40-49,QLD,9
1960,Bronze,Slipping,Male,Software Engineer II,Health,Mass Customer,Yes,10,40-49,QLD,8
1961,Silver,Rookies,Female,Physical Therapy Assistant,Health,Mass Customer,Yes,15,60-69,NSW,11
1962,Bronze,Dormant,Male,Sales Representative,Retail,Mass Customer,Yes,22,40-49,NSW,4
1963,Bronze,Rookies,Male,Biostatistician I,Argiculture,Mass Customer,Yes,4,20-29,QLD,8
1964,Silver,Whales,Female,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9,60-69,QLD,7
1965,Silver,Promising,Male,Web Designer III,Retail,Mass Customer,Yes,3,50-59,NSW,9
1966,Bronze,Slipping,Male,Web Designer III,Financial Services,High Net Worth,No,3,30-39,NSW,10
1967,Diamond,Whales,Female,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17,30-39,NSW,9
1968,Bronze,Slipping,Female,Librarian,Entertainment,Mass Customer,No,1,30-39,QLD,3
1969,Silver,Promising,Male,Teacher,IT,Mass Customer,Yes,19,60-69,VIC,8
1970,Diamond,Best,Male,Desktop Support Technician,Manufacturing,Mass Customer,No,7,40-49,VIC,10
