transaction_id,product_id,customer_id,transaction_date,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
9427,12,3294,2017-06-29,0,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19
9428,1,1461,2017-03-01,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-04
9429,41,1040,2017-03-15,0,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09
9430,98,598,2017-08-21,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
9431,52,2279,2017-10-14,1,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
9432,49,2726,2017-12-03,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
9433,80,612,2017-07-16,1,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
9434,44,868,2017-03-10,0,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-11
9435,21,261,2017-09-08,0,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
9436,4,903,2017-07-31,0,Giant Bicycles,Standard,high,medium,1129.13,677.48,2005-08-11
9437,66,1413,2017-02-01,1,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07
9438,89,2071,2017-01-13,1,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22
9439,61,137,2017-01-26,1,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12
9440,90,1835,2017-11-30,0,Norco Bicycles,Standard,low,medium,363.01,290.41,2004-01-18
9441,44,2044,2017-12-04,1,WeareA2B,Standard,medium,medium,1769.64,108.76,1993-04-14
9442,59,1964,2017-09-19,0,Solex,Standard,medium,large,1061.56,733.58,2015-05-23
9444,66,1332,2017-10-03,1,Giant Bicycles,Road,low,small,590.26,525.33,2015-04-13
9445,95,1570,2017-06-09,1,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
9446,22,2990,2017-09-07,1,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
9447,51,897,2017-09-23,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
9448,63,2999,2017-10-26,0,Solex,Standard,medium,medium,1483.2,99.59,1992-10-04
9449,50,350,2017-04-07,0,WeareA2B,Standard,medium,small,175.89,131.92,2003-07-23
9450,80,2244,2017-04-21,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
9451,95,453,2017-09-02,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
9452,93,1463,2017-03-18,0,OHM Cycles,Standard,high,medium,1458.17,874.9,1999-12-06
9453,60,38,2017-08-22,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
9455,11,906,2017-08-16,0,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1993-07-17
9456,35,2105,2017-04-13,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
9457,53,1493,2017-11-12,0,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06
9458,74,3345,2017-08-19,1,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30
9459,22,1745,2017-11-24,1,WeareA2B,Standard,medium,medium,60.34,45.26,1993-10-04
9460,74,1644,2017-04-09,1,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24
9461,60,3066,2017-07-19,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2012-05-20
9462,84,2009,2017-11-09,1,Trek Bicycles,Road,medium,medium,290.62,215.14,1997-08-27
9463,49,1823,2017-04-26,0,Solex,Standard,medium,large,1061.56,733.58,1993-07-22
9464,91,183,2017-09-19,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
9465,84,332,2017-03-17,0,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04
9466,51,2137,2017-12-10,0,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
9467,79,105,2017-03-06,0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2007-08-06
9468,45,1163,2017-10-04,0,Trek Bicycles,Road,low,medium,980.37,234.43,2005-12-09
9469,50,1312,2017-06-25,0,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18
9470,49,400,2017-05-04,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
9471,84,687,2017-12-22,1,Giant Bicycles,Road,medium,medium,792.9,594.68,2006-05-24
9472,31,2986,2017-08-26,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
9473,66,97,2017-05-24,1,Giant Bicycles,Road,low,small,590.26,525.33,2010-08-22
9474,0,3398,2017-02-03,0,Trek Bicycles,Road,medium,medium,290.62,215.14,2005-05-12
9475,52,470,2017-12-21,0,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
9476,58,708,2017-06-09,0,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-06-19
9477,63,1950,2017-09-27,0,Solex,Standard,medium,medium,1483.2,99.59,2012-05-20
9478,4,438,2017-10-23,0,Solex,Standard,medium,medium,1483.2,99.59,2012-05-20
9480,75,2338,2017-05-23,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
9481,51,58,2017-07-31,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,2003-07-23
9482,48,2667,2017-09-23,0,WeareA2B,Standard,medium,medium,1762.96,950.52,2003-02-18
9483,76,1943,2017-03-06,0,WeareA2B,Standard,low,medium,642.31,513.85,2004-12-20
9484,79,2601,2017-06-18,0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
9485,63,1398,2017-10-31,1,Solex,Standard,medium,medium,1483.2,99.59,2004-08-19
9486,24,2340,2017-09-28,1,Solex,Road,medium,large,1777.8,820.78,1999-06-25
9487,82,1991,2017-05-15,0,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
9488,1,488,2017-12-03,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-04
9489,83,1801,2017-04-28,0,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
9490,0,820,2017-12-22,0,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
9491,47,3358,2017-11-23,0,Trek Bicycles,Road,low,small,1720.7,1531.42,2012-06-06
9492,56,256,2017-08-18,1,Norco Bicycles,Mountain,low,small,688.63,612.88,2016-11-24
9493,75,1368,2017-11-12,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
9494,80,2971,2017-05-22,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-05-23
9495,4,353,2017-03-11,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,2003-03-20
9496,79,706,2017-11-30,0,Solex,Touring,medium,large,2083.94,675.03,2016-02-06
9497,81,3183,2017-07-04,1,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12
9498,34,2456,2017-07-12,1,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20
9499,33,3493,2017-07-28,1,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
9500,19,295,2017-08-13,1,OHM Cycles,Road,high,large,12.01,7.21,1999-06-25
9501,70,1098,2017-04-19,0,Trek Bicycles,Standard,high,medium,495.72,297.43,2006-05-24
9502,19,406,2017-01-27,1,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-31
9503,49,676,2017-02-25,0,Solex,Standard,medium,large,1061.56,733.58,1993-07-22
9504,34,3283,2017-04-19,1,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20
9505,95,2783,2017-10-18,0,Giant Bicycles,Standard,medium,large,569.56,528.43,1991-05-08
9506,60,2063,2017-03-13,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
9507,52,2665,2017-08-28,0,OHM Cycles,Road,medium,medium,1280.28,829.51,2004-08-09
9508,18,1120,2017-12-29,1,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
9509,89,1699,2017-03-23,1,WeareA2B,Touring,medium,large,1362.99,57.74,2005-05-12
9510,41,3075,2017-02-22,1,Solex,Road,medium,medium,416.98,312.74,2008-03-21
9511,95,2078,2017-10-12,0,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
9512,85,1551,2017-06-09,0,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
9513,74,2203,2017-11-11,1,WeareA2B,Standard,medium,medium,1762.96,950.52,2012-06-06
9514,91,845,2017-08-27,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
9515,0,687,2017-08-21,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,1997-01-27
9516,97,2425,2017-01-14,1,Solex,Standard,medium,large,202.62,151.96,1994-08-12
9517,62,2069,2017-08-08,0,Solex,Standard,medium,medium,478.16,298.72,2012-05-20
9518,72,2445,2017-11-21,0,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08
9519,33,1676,2017-08-04,0,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1999-12-06
9520,8,483,2017-11-17,0,Solex,Road,medium,small,1703.52,1516.13,2011-04-18
9521,39,3379,2017-12-10,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,2011-05-11
9522,98,42,2017-08-17,1,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18
9523,51,313,2017-09-03,0,OHM Cycles,Standard,high,medium,2005.66,1203.4,1997-02-11
9524,17,2812,2017-08-29,1,WeareA2B,Touring,medium,large,1362.99,57.74,2003-09-12
9525,47,2684,2017-10-26,0,Trek Bicycles,Road,low,small,1720.7,1531.42,2009-04-14
9526,90,1305,2017-04-07,1,Solex,Standard,low,medium,945.04,507.58,2011-03-18
9527,40,2654,2017-09-11,0,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04
9528,6,1137,2017-04-22,0,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
9529,95,2761,2017-12-23,0,Giant Bicycles,Standard,medium,large,569.56,528.43,2006-11-12
9530,77,1275,2017-05-19,1,Norco Bicycles,Road,medium,large,1240.31,795.1,2013-06-11
9531,51,380,2017-01-04,0,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
9532,98,2487,2017-05-02,0,Trek Bicycles,Standard,high,medium,358.39,215.03,1991-05-08
9533,10,2154,2017-08-09,1,Solex,Standard,medium,medium,1945.43,333.18,2002-09-02
9534,99,790,2017-10-28,1,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
9535,60,1913,2017-09-06,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-08-22
9536,42,620,2017-06-15,1,OHM Cycles,Road,medium,small,1810.0,1610.9,1993-04-14
9537,31,3418,2017-05-24,1,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
9538,23,3385,2017-11-06,0,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04
9539,98,642,2017-07-11,1,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18
9540,55,3137,2017-03-22,1,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-23
9541,83,2041,2017-09-02,0,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
9542,35,1908,2017-02-25,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2012-12-04
9543,27,1032,2017-01-10,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,1994-07-14
9544,15,2985,2017-04-24,1,Norco Bicycles,Standard,low,medium,958.74,748.9,1996-11-11
9545,14,1206,2017-10-08,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
9546,48,996,2017-09-11,0,WeareA2B,Standard,medium,medium,1762.96,950.52,2016-11-16
9547,49,3306,2017-11-20,0,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
9548,91,2278,2017-08-15,0,Solex,Standard,medium,medium,100.35,75.26,2016-03-31
9549,93,2081,2017-04-18,1,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05
9550,26,2787,2017-06-19,0,WeareA2B,Standard,medium,medium,1992.93,762.63,2016-11-24
9551,91,2935,2017-12-13,0,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
9552,23,281,2017-01-02,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1993-04-22
9553,85,2129,2017-08-03,1,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24
9554,49,1280,2017-08-05,0,Solex,Standard,medium,large,1061.56,733.58,2011-08-26
9555,57,1174,2017-12-04,1,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23
9556,89,725,2017-12-24,0,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09
9557,71,1517,2017-12-02,1,Solex,Standard,high,large,1842.92,1105.75,1995-10-26
9558,0,2674,2017-09-24,0,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-17
9559,43,1907,2017-07-10,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
9560,0,1428,2017-05-08,1,Solex,Road,medium,medium,416.98,312.74,1997-05-12
9561,3,3367,2017-03-13,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2007-08-06
9562,15,545,2017-01-21,0,Norco Bicycles,Standard,low,medium,958.74,748.9,2009-03-10
9563,96,147,2017-06-18,0,WeareA2B,Road,low,small,1172.78,1043.77,1999-12-06
9564,18,1859,2017-06-22,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-04
9565,53,1607,2017-03-29,1,OHM Cycles,Standard,medium,medium,795.34,101.58,2011-08-26
9566,31,3082,2017-10-10,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-18
9567,2,45,2017-08-19,0,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
9568,83,2128,2017-01-21,1,Solex,Touring,medium,large,2083.94,675.03,1993-04-22
9569,16,2161,2017-06-26,1,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
9570,0,638,2017-05-17,0,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
9571,5,1951,2017-07-06,0,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-31
9572,71,2401,2017-07-19,0,Solex,Standard,high,large,1842.92,1105.75,2014-10-12
9573,12,1821,2017-04-28,0,Giant Bicycles,Standard,medium,large,1765.3,709.48,2015-08-04
9574,0,3013,2017-12-17,1,Trek Bicycles,Standard,high,medium,495.72,297.43,2015-04-13
9575,58,1227,2017-09-24,0,OHM Cycles,Standard,medium,medium,912.52,141.4,2012-05-20
9576,32,564,2017-12-19,0,Giant Bicycles,Standard,high,medium,1179.0,707.4,1997-08-27
9577,0,3494,2017-09-08,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
9578,73,3039,2017-10-22,0,Solex,Standard,medium,medium,1945.43,333.18,2002-09-02
9579,30,800,2017-06-22,1,Solex,Standard,high,medium,748.17,448.9,1991-11-12
9580,75,2544,2017-05-29,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
9581,13,969,2017-03-03,0,Solex,Standard,medium,medium,1577.53,826.51,2007-12-13
9582,54,1137,2017-03-24,0,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14
9583,98,3185,2017-05-19,0,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18
9584,19,1545,2017-06-17,1,OHM Cycles,Road,high,large,12.01,7.21,1993-07-17
9585,9,100,2017-12-19,1,OHM Cycles,Road,medium,medium,742.54,667.4,2005-10-24
9586,33,2485,2017-05-15,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1997-05-12
9587,33,1265,2017-02-13,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,2006-02-04
9588,1,2676,2017-08-26,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
9589,0,1088,2017-09-15,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,1992-10-13
9590,82,696,2017-04-14,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,2013-09-18
9591,1,587,2017-06-23,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2003-02-09
9592,53,3020,2017-02-19,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,2003-08-07
9593,52,1656,2017-07-23,0,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-10-06
9594,69,1370,2017-03-08,1,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-04
9595,8,1914,2017-01-13,0,Solex,Road,medium,small,1703.52,1516.13,2011-04-18
9596,14,3444,2017-03-22,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-07
9597,23,2360,2017-11-29,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2013-06-11
9598,67,245,2017-08-21,1,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24
9599,0,237,2017-03-16,0,OHM Cycles,Standard,high,medium,227.88,136.73,2014-03-05
9600,67,1837,2017-10-02,1,Norco Bicycles,Road,medium,medium,544.05,376.84,2000-05-24
9601,45,2919,2017-01-20,0,Trek Bicycles,Road,low,medium,980.37,234.43,2003-08-07
9602,22,449,2017-04-02,0,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
9603,67,3243,2017-05-27,0,Norco Bicycles,Road,medium,medium,544.05,376.84,2003-02-09
9604,80,3217,2017-07-21,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
9605,71,1083,2017-02-28,1,Solex,Standard,high,large,1842.92,1105.75,1995-10-26
9606,59,2457,2017-04-07,0,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-09-12
9607,54,2588,2017-04-27,0,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
9608,29,984,2017-07-13,1,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24
9609,47,223,2017-09-12,0,Trek Bicycles,Road,low,small,1720.7,1531.42,2003-07-23
9610,25,204,2017-09-07,0,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06
9611,16,574,2017-03-28,0,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
9612,68,716,2017-11-21,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-22
9613,35,1816,2017-09-04,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
9614,63,824,2017-12-21,1,Solex,Standard,medium,medium,1483.2,99.59,2005-10-24
9615,61,1302,2017-04-27,1,OHM Cycles,Standard,low,medium,71.16,56.93,2010-11-07
9616,22,1191,2017-11-16,1,WeareA2B,Standard,medium,medium,60.34,45.26,1993-10-04
9617,40,2273,2017-02-14,1,OHM Cycles,Standard,high,medium,1458.17,874.9,2007-12-13
9618,68,2172,2017-01-19,0,OHM Cycles,Standard,medium,medium,1636.9,44.71,2003-07-23
9619,65,3059,2017-08-10,1,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
9620,0,262,2017-12-18,0,Giant Bicycles,Standard,medium,medium,230.91,173.18,2011-03-18
9621,88,275,2017-03-10,1,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11
9622,28,90,2017-07-12,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07
9623,71,2220,2017-01-10,1,Solex,Standard,high,large,1842.92,1105.75,2016-12-08
9624,78,2335,2017-12-19,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-27
9625,1,3317,2017-04-01,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-08-11
9626,95,571,2017-04-20,0,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
9627,1,568,2017-09-13,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
9628,85,2641,2017-12-19,1,WeareA2B,Standard,medium,medium,752.64,205.36,1997-08-27
9629,65,2493,2017-10-16,1,WeareA2B,Standard,medium,medium,1807.45,778.69,1992-10-04
9631,7,3238,2017-08-20,1,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-30
9632,19,1951,2017-01-31,1,OHM Cycles,Road,high,large,12.01,7.21,1993-05-28
9633,3,738,2017-05-30,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-11
9634,43,1404,2017-07-13,1,Solex,Standard,medium,medium,1151.96,649.49,2014-07-30
9635,91,3137,2017-08-18,0,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
9636,44,815,2017-04-05,1,WeareA2B,Standard,medium,medium,1769.64,108.76,2012-04-12
9637,86,133,2017-01-19,1,OHM Cycles,Standard,medium,medium,235.63,125.07,1997-08-27
9638,52,579,2017-04-28,1,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27
9639,25,1337,2017-07-15,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06
9640,8,2607,2017-12-25,1,Solex,Road,medium,small,1703.52,1516.13,2004-08-19
9641,82,2165,2017-06-18,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
9642,80,1199,2017-10-13,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-08-27
9643,24,1299,2017-05-13,1,Solex,Road,medium,large,1777.8,820.78,2012-05-20
9644,26,2002,2017-06-20,1,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
9645,53,1631,2017-06-05,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
9646,60,718,2017-09-03,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2015-05-23
9647,29,3388,2017-06-03,1,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24
9648,92,3056,2017-01-01,0,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07
9649,99,1357,2017-02-26,0,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-03
9650,34,239,2017-12-16,1,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20
9651,10,338,2017-06-17,0,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
9652,58,1705,2017-03-26,0,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-06-19
9653,79,1237,2017-03-22,1,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
9654,8,1878,2017-11-28,0,Solex,Road,medium,small,1703.52,1516.13,2011-04-18
9655,27,1199,2017-10-14,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,2006-11-12
9656,39,2961,2017-11-01,0,Giant Bicycles,Standard,medium,large,1812.75,582.48,2010-06-09
9657,72,1339,2017-09-19,1,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
9658,64,2376,2017-10-25,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2010-11-07
9659,29,1085,2017-10-27,0,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24
9660,98,2373,2017-07-25,0,OHM Cycles,Standard,medium,medium,795.34,101.58,2015-06-19
9661,79,1559,2017-01-15,1,Solex,Touring,medium,large,2083.94,675.03,2015-08-04
9662,49,1407,2017-01-28,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-04-12
9663,7,91,2017-07-28,0,Trek Bicycles,Road,low,medium,980.37,234.43,2007-08-06
9664,29,925,2017-11-22,1,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24
9665,32,3243,2017-07-20,0,Giant Bicycles,Standard,medium,medium,642.7,211.37,1997-05-12
9666,95,1262,2017-07-21,1,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-18
9667,2,2496,2017-02-25,1,Solex,Standard,medium,medium,71.49,53.62,2012-09-17
9668,49,1054,2017-06-21,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
9669,45,2677,2017-10-25,0,Solex,Standard,medium,medium,441.49,84.99,1993-04-14
9670,28,2650,2017-09-08,0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,2006-11-12
9671,0,284,2017-04-15,0,Trek Bicycles,Road,medium,medium,533.51,400.13,2003-07-23
9672,43,2914,2017-08-10,1,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
9673,58,3274,2017-01-30,0,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
9674,43,1630,2017-08-19,0,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
9675,79,139,2017-02-28,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
9676,10,2892,2017-12-18,0,WeareA2B,Touring,medium,medium,1466.68,363.25,2013-03-14
9677,89,833,2017-04-04,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,2007-12-13
9678,99,315,2017-05-21,0,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
9679,86,2467,2017-01-09,0,OHM Cycles,Standard,medium,medium,235.63,125.07,1998-12-18
9680,26,467,2017-07-14,0,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
9681,99,626,2017-02-06,1,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
9682,97,242,2017-08-06,1,Solex,Standard,medium,large,202.62,151.96,2016-03-31
9683,66,970,2017-11-07,1,Solex,Standard,medium,medium,1163.89,589.27,2010-05-07
9684,62,2704,2017-01-30,1,Solex,Standard,medium,medium,478.16,298.72,2012-05-20
9685,91,1025,2017-04-09,1,Solex,Standard,medium,medium,100.35,75.26,2003-09-12
9686,76,3426,2017-10-25,1,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12
9687,10,2597,2017-04-09,0,Solex,Standard,medium,medium,1945.43,333.18,2011-01-12
9688,19,1189,2017-11-13,0,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-09
9689,6,112,2017-11-13,1,Solex,Standard,high,medium,748.17,448.9,2015-04-13
9690,17,1631,2017-08-08,1,Solex,Standard,high,medium,1024.66,614.8,1996-11-11
9691,0,858,2017-08-28,1,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-17
9692,35,466,2017-11-20,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
9693,27,820,2017-07-30,0,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
9694,87,2529,2017-02-14,0,OHM Cycles,Standard,medium,medium,1636.9,44.71,2015-04-13
9695,45,2565,2017-06-18,0,Solex,Standard,medium,medium,441.49,84.99,2007-12-13
9696,46,1131,2017-04-28,0,Solex,Standard,low,medium,1289.85,74.51,2007-12-13
9697,29,517,2017-12-20,1,Norco Bicycles,Road,medium,medium,543.39,407.54,2006-11-12
9698,0,260,2017-07-19,0,OHM Cycles,Standard,high,medium,227.88,136.73,2007-08-06
9699,95,3090,2017-04-19,1,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12
9700,70,1763,2017-10-23,1,Trek Bicycles,Standard,high,medium,495.72,297.43,2011-01-12
9701,11,1555,2017-02-25,0,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07
9702,33,1688,2017-02-14,0,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-13
9703,38,1324,2017-04-01,1,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18
9704,97,2587,2017-05-15,0,Solex,Standard,medium,large,202.62,151.96,2016-03-31
9705,99,3257,2017-12-24,0,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-08
9706,63,3048,2017-08-31,1,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
9707,82,1365,2017-05-24,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
9708,2,542,2017-06-14,0,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
9709,14,1244,2017-10-06,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2013-03-14
9710,46,3302,2017-08-06,0,Solex,Standard,low,medium,1289.85,74.51,2007-12-13
9711,81,1515,2017-09-25,0,Norco Bicycles,Standard,medium,small,586.45,521.94,2015-08-12
9712,65,3361,2017-03-04,0,WeareA2B,Standard,medium,medium,1807.45,778.69,1992-10-13
9713,97,3038,2017-06-27,0,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09
9714,42,1064,2017-08-13,0,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
